@relation 'dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,21'

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
408,0.025836,-0.043679,0.000368,0.009649,-0.066359,0.037161,0.0474,0.028662,0.042353,0.007151,0.030075,-0.007046,-0.002491,0.016666,-0.033425,-0.025148,-0.025799,0.017476,-0.001484,cluster0,1
409,-0.017053,-0.022215,-0.010123,0.04351,-0.002917,0.015474,0.034909,-0.014353,0.044825,-0.006746,-0.046004,0.029221,0.014237,-0.011118,0.012634,-0.018349,0.004102,-0.025627,-0.034676,cluster0,1
410,-0.034896,-0.019557,-0.006427,-0.001099,0.028769,-0.020969,-0.028427,-0.022955,0.008054,-0.050233,0.022898,-0.002873,0.039964,-0.02252,-0.039061,-0.00635,0.016381,0.001035,0.034095,cluster1,0
411,-0.017915,-0.0336,0.022024,0.014218,-0.012531,0.054037,-0.011084,0.029364,0.019237,0.033203,-0.003703,0.014303,-0.000906,-0.02142,-0.003432,0.039956,-0.02782,0.00838,0.003005,cluster0,1
412,-0.002404,0.039147,-0.005533,0.004441,0.02202,-0.040333,0.011964,0.009894,-0.00485,-0.033945,0.013575,0.010913,0.016033,0.002442,0.01838,0.008585,-0.00671,-0.012401,-0.022924,cluster1,0
413,0.017188,0.001424,-0.005323,-0.00739,-0.023079,0.029535,0.032273,-0.066485,-0.001367,0.022858,0.005504,0.007344,-0.040095,0.001409,-0.022747,-0.017909,-0.008762,0.034653,0.016714,cluster0,1
414,-0.008554,-0.008609,0.018116,0.040419,-0.023722,0.018147,-0.09941,-0.028504,-0.083527,-0.01448,0.019909,-0.024011,-0.025625,0.000435,0.023914,-0.03664,-0.007887,0.033123,-0.057473,cluster0,1
415,-0.015899,-0.057006,-0.01383,-0.011081,-0.004855,0.010168,0.010321,-0.052987,-0.008184,0.004029,-0.005064,-0.012063,0.05947,-0.039551,-0.009327,-0.015707,-0.001578,0.040301,0.055982,cluster0,1
416,-0.002409,0.032766,0.017083,-0.004023,0.038071,-0.007466,-0.031773,-0.000977,0.013538,-0.014312,0.024868,0.022664,-0.035125,0.02165,-0.044282,-0.005078,0.01159,-0.00001,-0.021832,cluster1,0
417,0.003165,-0.018984,0.005863,0.044101,-0.04524,0.034055,0.030009,0.005331,-0.021682,0.038613,-0.018963,0.012542,0.026832,-0.014268,-0.008073,-0.000299,-0.002857,-0.046553,-0.021742,cluster0,1
418,0.009141,-0.000705,0.009095,-0.005711,0.007968,-0.007035,-0.006242,0.037718,-0.005241,-0.001139,-0.032005,0.023459,0.002236,-0.014623,0.001303,-0.013967,-0.023161,-0.015872,0.016458,cluster1,0
419,-0.017219,-0.018093,0.013685,0.011831,-0.021722,0.00274,0.003578,0.001959,-0.00127,0.037033,0.01553,0.025987,0.030873,-0.011899,0.008642,0.043094,-0.046558,0.003932,-0.043214,cluster0,1
420,-0.007134,-0.027099,-0.029723,0.000101,-0.012523,0.011792,0.032966,-0.032426,0.023919,0.02194,-0.015377,0.008349,-0.015905,-0.015497,0.010176,-0.040559,-0.024183,0.009432,-0.009092,cluster0,1
421,-0.026072,-0.000244,-0.002608,-0.006802,0.02844,0.016241,-0.015224,0.035659,0.01736,-0.001364,0.003541,-0.023512,-0.008294,-0.027286,0.039252,0.026522,-0.012072,-0.001343,0.022771,cluster0,1
422,0.006567,0.001854,0.00308,0.023595,-0.003634,0.007418,0.019632,-0.017961,0.041039,-0.029091,-0.021416,0.02508,0.005189,-0.002591,0.029373,-0.009937,-0.01095,0.043806,0.015188,cluster1,0
423,-0.001142,-0.012717,-0.011769,-0.038166,-0.013187,-0.013395,0.021894,-0.013477,-0.008825,0.018025,0.000169,0.004721,-0.02479,-0.007069,-0.018598,-0.002084,-0.044227,-0.010692,-0.008341,cluster0,1
424,-0.017576,0.01017,0.000484,-0.057606,0.007353,0.0464,0.096966,0.005693,-0.023138,-0.034421,-0.068231,-0.087679,-0.005629,0.021969,0.008788,0.09636,0.097934,-0.041233,-0.010572,cluster0,1
425,-0.022997,0.03202,0.002342,0.023873,0.008356,-0.010381,-0.001749,-0.036562,0.037352,-0.026027,-0.009161,-0.006649,-0.013246,0.005469,0.011745,-0.004222,0.036475,-0.024429,-0.008805,cluster1,0
426,-0.013048,0.014789,0.001601,0.006217,0.01946,-0.001525,-0.027674,0.014208,-0.026952,-0.014759,0.009796,-0.011865,-0.001824,-0.012925,0.029889,0.01041,-0.014519,0.010401,-0.01382,cluster1,0
427,0.032155,-0.011767,0.018846,-0.030105,0.003166,0.002235,0.02083,-0.002376,-0.007927,0.048633,-0.013515,0.005779,0.038081,0.004983,0.04318,0.012171,0.019769,0.029953,0.004224,cluster1,0
428,-0.011909,-0.009408,-0.001491,0.006565,0.003714,0.028751,-0.038181,0.005947,-0.068247,-0.009993,-0.016368,-0.047252,-0.01944,-0.009961,0.02383,-0.015891,0.006368,0.004395,-0.03264,cluster0,1
429,0.022559,-0.000365,-0.020193,-0.0212,0.007685,-0.039296,0.037797,0.010656,-0.004421,-0.022858,-0.015223,0.029113,0.000948,0.003778,-0.006853,-0.039463,-0.039831,-0.00179,-0.019665,cluster0,1
430,0.00263,0.038391,0.004729,-0.025053,0.01898,-0.016603,-0.01005,0.000526,0.006324,-0.010999,0.026071,-0.005877,-0.032115,0.009578,-0.012935,0.008377,-0.000512,-0.003142,0.030652,cluster0,1
431,0.01688,0.048226,0.012005,0.011786,0.032892,0.010212,-0.011153,0.021563,-0.002982,-0.017485,-0.016611,-0.000229,-0.01465,-0.007432,0.006209,-0.021379,0.039822,-0.012907,0.053181,cluster0,1
432,-0.011155,0.036421,-0.001215,0.015554,0.013808,-0.024219,0.000652,0.006903,0.009543,-0.016773,0.003856,0.006253,0.002061,-0.007429,0.007278,-0.000623,0.008468,-0.041602,-0.002903,cluster1,0
433,-0.006463,0.030501,-0.000887,-0.010365,0.025917,-0.024104,-0.012023,-0.005571,0.009144,-0.048842,0.023513,0.00542,-0.02497,0.011574,0.002264,0.00579,-0.011999,0.024193,-0.01292,cluster1,0
434,-0.001908,-0.021034,0.003235,-0.007591,-0.034443,0.015394,0.004507,-0.00326,0.017501,0.038792,0.006883,0.010024,-0.034657,-0.007693,-0.047661,-0.016988,-0.026598,-0.039714,0.008918,cluster0,1
435,-0.013659,-0.035811,-0.016723,0.006371,-0.01975,0.033943,0.030251,-0.030942,-0.009781,0.044492,0.004503,0.007929,-0.008174,-0.02179,-0.002362,0.007949,-0.041878,0.005142,-0.035094,cluster0,1
436,0.016833,-0.003113,0.019628,-0.009114,-0.023901,0.007602,-0.035567,-0.012202,-0.029801,-0.02482,-0.009475,0.008231,-0.0433,0.012703,-0.027825,-0.028417,-0.022216,0.032848,0.001106,cluster1,0
437,0.022281,0.010234,0.012792,-0.030389,-0.000555,-0.0181,-0.00151,0.013849,-0.009236,-0.017391,-0.010471,0.02303,-0.024526,0.011931,-0.032333,-0.013694,-0.024076,0.004656,0.012092,cluster0,1
438,-0.002073,-0.032139,-0.005155,-0.014381,-0.007066,0.002454,0.001057,0.028794,-0.011728,-0.01653,-0.02453,-0.0046,0.000088,-0.012644,0.025588,-0.004571,-0.045633,0.019284,-0.011163,cluster0,1
439,0.003239,-0.00485,0.007035,-0.008112,0.00038,-0.004903,-0.00903,0.019321,-0.006271,-0.012449,-0.03358,0.015785,-0.012077,-0.009618,-0.001744,-0.014221,-0.021734,-0.010169,0.008462,cluster1,0
440,-0.005292,0.011409,0.008276,0.037472,-0.030285,0.002738,0.004587,-0.052275,0.025672,0.019776,0.000707,0.035568,-0.005596,-0.010083,-0.007962,-0.011349,-0.013502,-0.006878,0.000686,cluster1,0
441,0.014911,-0.052714,0.005754,-0.008283,0.032183,-0.008336,-0.010952,-0.012493,0.003167,0.005629,-0.036949,-0.019555,-0.008106,0.045017,0.005989,0.037318,-0.057405,-0.037448,0.006387,cluster0,1
442,0.00774,0.062257,-0.019587,-0.002674,-0.009157,-0.018101,0.02521,-0.105016,-0.019549,0.028477,0.039274,-0.012869,-0.035603,-0.00736,0.003155,-0.021723,0.010336,0.00148,0.02733,cluster0,1
443,-0.000745,0.006064,0.007699,0.027006,-0.040636,-0.003784,0.021301,-0.019155,-0.012589,0.025107,-0.014231,0.011305,0.030074,-0.015531,0.017372,0.007919,-0.013843,-0.023106,-0.007953,cluster0,1
444,-0.027912,0.015102,-0.006528,0.000137,0.033914,-0.024022,-0.017857,0.031111,0.012725,-0.010763,0.007533,0.007339,-0.002987,-0.019737,0.014455,0.011484,-0.021199,-0.037351,-0.013687,cluster1,0
445,0.01804,0.004523,0.009804,-0.00706,-0.014151,0.032048,0.003748,-0.020158,0.018261,0.012557,-0.025237,-0.009578,-0.028397,-0.015653,0.018933,-0.021322,0.003026,0.03338,0.080597,cluster1,0
446,-0.032575,-0.038131,-0.080369,-0.041449,-0.010201,0.045288,-0.038055,0.040163,0.00402,0.095971,-0.061128,0.078171,-0.031262,0.103397,-0.07047,-0.015759,0.06771,0.028552,0.011828,cluster0,1
447,0.032157,0.004763,0.011585,-0.037727,-0.008018,-0.013387,0.018202,0.041457,-0.031892,0.003734,-0.004886,0.008593,0.005856,0.005379,-0.015457,0.002202,-0.030561,0.005948,0.013784,cluster1,0
448,-0.001909,0.028017,0.030457,0.014473,0.025009,0.032758,-0.014725,-0.007023,-0.02902,-0.006231,-0.03279,-0.019291,-0.001284,0.027291,-0.016429,0.007736,0.078462,-0.004213,-0.043309,cluster0,1
449,0.018277,-0.001893,0.0042,-0.019053,0.003667,-0.00228,0.012939,0.025648,-0.007559,-0.005152,-0.023658,0.009868,0.001152,-0.006942,0.009585,-0.007252,-0.024102,0.013086,0.022302,cluster0,1
450,0.008441,-0.027077,0.016344,0.00895,-0.042648,-0.011403,-0.022086,-0.008046,0.000679,0.012028,-0.011982,-0.01732,-0.007682,0.019601,-0.016336,-0.006389,-0.03445,-0.041732,-0.001627,cluster0,1
451,-0.002152,-0.019353,-0.004734,-0.011877,-0.007876,-0.010733,0.002283,0.020873,-0.010547,-0.011489,-0.038883,-0.005674,0.005489,-0.016978,0.032906,-0.013352,-0.031559,-0.004298,0.001865,cluster0,1
452,0.021445,-0.016747,0.027404,-0.011,-0.028873,0.037692,-0.021335,0.025303,-0.032961,0.022712,-0.061453,-0.053877,0.008057,-0.008415,0.040572,-0.027892,0.02512,0.020918,0.050062,cluster1,0
453,0.004544,-0.012688,0.028513,0.000323,-0.01365,0.050796,-0.001491,0.002848,0.030179,0.012384,-0.021371,0.001239,-0.019513,0.002347,-0.010715,0.012082,0.014988,0.02513,0.033918,cluster1,0
454,-0.010985,-0.009244,0.014106,0.000303,-0.0203,0.029094,0.05533,0.0064,0.008267,-0.015447,-0.058243,-0.017645,0.031693,-0.001869,0.035328,0.062128,0.025271,-0.003137,-0.002574,cluster0,1
455,0.002727,-0.006485,0.010459,0.01622,-0.010421,0.026208,0.033409,-0.005012,0.011277,-0.005203,-0.017672,0.015565,0.021841,-0.002078,0.021645,0.030569,-0.007316,0.035074,-0.007974,cluster1,0
456,0.005191,-0.029198,0.018452,-0.000563,0.010944,0.02648,-0.017667,-0.024806,0.013702,0.002563,-0.053732,-0.001428,-0.01084,0.021193,0.006577,-0.038166,0.036023,0.032924,-0.034419,cluster0,1
457,0.000609,0.000831,0.00023,-0.012843,-0.011068,-0.013926,0.023042,-0.030568,-0.004952,0.034218,-0.029114,-0.004728,0.023176,-0.014701,0.048788,0.000249,-0.004533,-0.000895,0.012311,cluster1,0
458,-0.025106,0.010283,0.007444,0.005356,0.029819,0.01412,-0.030988,0.014221,0.010746,-0.012708,0.013044,0.002833,-0.025529,-0.009997,0.000089,0.021698,-0.005264,-0.00256,-0.007958,cluster1,0
459,-0.006261,-0.019258,0.018713,0.007949,-0.025309,-0.001392,0.011101,0.025655,0.025368,-0.00323,0.010836,0.024947,0.025596,0.009354,-0.006058,0.032543,-0.035348,0.012107,-0.039409,cluster1,0
460,-0.000189,-0.000007,0.007114,-0.028685,-0.018691,-0.014178,0.001792,-0.004286,0.000299,0.014864,-0.001309,0.008619,-0.017652,-0.004037,-0.015794,0.005047,-0.032746,-0.007708,0.00978,cluster1,0
461,-0.015765,-0.015301,0.008161,0.039721,-0.019496,0.006502,0.015917,-0.001123,0.018936,0.012022,-0.012884,0.034644,0.031217,-0.008547,0.005037,0.014695,-0.019081,-0.017993,-0.046535,cluster1,0
462,0.010026,0.012437,-0.001351,-0.006967,-0.022606,-0.007459,0.022259,-0.0356,0.003001,0.004868,-0.021081,-0.008224,0.002873,-0.015268,0.04338,-0.006577,-0.014934,0.025551,0.043692,cluster1,0
463,-0.03294,0.002937,0.003022,0.01248,0.041339,0.002336,-0.024351,0.027797,-0.00027,-0.00585,-0.005621,0.008867,0.001954,-0.013889,0.012912,0.023053,0.000157,-0.031164,-0.04188,cluster1,0
464,-0.007435,-0.009167,-0.010439,0.018111,-0.021328,0.004211,0.032543,-0.032213,-0.01317,0.030325,-0.012294,0.019975,0.010149,-0.01663,-0.000393,-0.001191,-0.024027,-0.023094,-0.034634,cluster1,0
465,0.011121,0.008995,0.010405,0.00149,-0.021941,0.001229,0.016919,-0.019282,-0.038626,0.045041,-0.008494,0.012803,0.019239,-0.010891,0.002843,0.007934,-0.013122,-0.009559,-0.006855,cluster1,0
466,-0.009115,-0.015566,0.003403,-0.040597,-0.007067,-0.022872,-0.003026,0.021367,0.00482,-0.009206,-0.010411,0.004603,-0.0173,-0.003316,-0.007562,0.014051,-0.047959,-0.008446,-0.00413,cluster0,1
467,0.005761,-0.030079,0.018658,0.017435,-0.014582,0.027391,-0.001572,0.003183,0.050388,0.019402,-0.012564,0.029565,0.00978,-0.015984,0.029128,0.014596,0.015451,-0.001517,0.014379,cluster1,0
468,-0.017423,0.019863,0.000298,0.000107,0.026639,0.001802,-0.012159,0.006177,-0.010824,-0.017301,-0.009604,-0.01252,-0.013038,-0.00926,0.015772,0.011846,0.011018,-0.015056,-0.007152,cluster1,0
469,-0.010667,0.022578,0.003456,-0.015927,0.021194,-0.02424,-0.023602,0.003852,-0.015293,-0.006397,0.004686,-0.01829,-0.008319,0.003706,0.008915,-0.003462,0.001848,-0.010681,-0.0201,cluster1,0
470,-0.000065,0.023799,-0.010552,-0.014196,0.029265,-0.021293,-0.001182,0.00859,-0.015277,-0.008685,0.027058,0.011282,-0.022941,0.003178,-0.025838,-0.011769,-0.015206,-0.018439,-0.02777,cluster0,1
471,-0.010449,-0.003701,0.015184,0.008939,-0.017065,0.011013,-0.045977,0.029691,-0.033268,-0.006044,-0.001693,-0.047535,-0.001482,-0.005485,0.026297,-0.007048,0.008608,-0.01227,-0.010757,cluster0,1
472,0.016791,-0.032808,-0.008689,0.000277,-0.00077,0.039438,0.028664,0.004231,0.010414,0.01719,0.003264,0.027979,-0.027389,0.003809,-0.044473,-0.031743,-0.022633,0.014834,-0.02207,cluster0,1
473,-0.006868,-0.015504,0.028398,-0.042449,-0.030324,0.04056,0.054659,0.002516,-0.027548,0.029192,-0.03692,-0.043438,0.027192,0.014056,0.008318,0.094399,0.028716,0.007423,-0.020097,cluster1,0
474,0.056268,-0.053546,0.000266,0.009951,-0.069271,0.077481,0.035388,0.087309,0.043156,0.018142,-0.021457,-0.05533,0.011496,-0.001651,0.040401,-0.071989,0.016712,0.037208,0.124469,cluster0,1
475,-0.004791,0.008412,-0.003451,0.020488,-0.002779,-0.003214,-0.019667,-0.019666,0.02703,-0.031825,0.025614,-0.005664,-0.03472,0.016033,-0.010614,-0.035011,0.001604,0.002576,-0.01464,cluster0,1
476,0.007495,0.029668,-0.013309,-0.012501,0.039256,-0.009971,0.015018,0.00826,-0.00445,-0.031817,0.001553,-0.000369,-0.018874,0.000462,0.005393,-0.012672,0.005636,0.003263,0.004744,cluster0,1
477,-0.026302,-0.030452,-0.009579,-0.037244,-0.017671,-0.039408,0.010883,0.018618,0.029658,-0.014056,-0.004998,-0.000282,-0.003782,-0.006038,0.008777,0.019144,-0.063869,-0.018786,-0.027008,cluster0,1
478,-0.000316,-0.037016,0.005899,-0.0309,-0.014703,-0.015574,0.003075,-0.008353,-0.037196,-0.002135,0.004284,-0.004151,0.06863,-0.025865,-0.045546,0.001342,-0.004992,0.007908,0.05579,cluster0,1
479,-0.025464,-0.016788,0.02211,-0.003537,0.01341,0.004175,-0.065136,-0.006666,-0.025813,0.010231,0.002364,-0.03816,-0.010776,0.030904,0.007873,0.017968,0.006519,-0.004578,-0.054294,cluster0,1
480,0.006561,0.010907,0.01553,0.033717,-0.002249,0.012881,-0.003681,-0.018854,0.021075,0.019001,-0.021647,0.047351,-0.011139,-0.011215,-0.03148,-0.019847,0.005442,-0.029465,0.00171,cluster1,0
481,0.004246,-0.008681,0.022732,-0.022523,-0.024402,0.015912,-0.009191,0.03101,0.008108,0.020349,-0.010683,-0.007528,-0.012102,-0.011955,-0.004272,0.015094,-0.019935,-0.004095,0.047286,cluster1,0
482,0.007325,0.008273,0.01565,-0.0199,-0.033855,-0.01142,0.006296,-0.012515,0.003205,0.015633,0.013757,0.015483,-0.01915,0.00632,-0.036559,0.0084,-0.026459,-0.009717,0.007795,cluster1,0
483,0.011678,-0.002045,0.025145,-0.000774,-0.037441,0.026813,0.006938,-0.012111,-0.004261,0.041876,0.019698,0.015766,-0.009428,0.004232,-0.038907,0.019419,-0.012222,0.004009,0.001578,cluster1,0
484,0.006143,-0.037881,0.002102,-0.011709,-0.086933,-0.050815,0.028644,-0.028481,0.043844,-0.03852,0.04069,0.040457,0.008296,0.031875,0.05333,0.000158,-0.007179,-0.014764,0.00039,cluster0,1
485,0.039765,0.029028,0.019608,0.001726,-0.044131,0.001268,0.035891,-0.027966,-0.018143,0.022353,0.015189,0.015315,0.009537,0.015692,-0.023587,-0.003281,0.000796,0.018625,0.018024,cluster0,1
486,-0.021103,0.009274,-0.019914,0.007234,0.034454,-0.016854,-0.001367,0.001942,0.01734,-0.034438,0.00035,0.002715,-0.014906,-0.008174,0.017844,-0.012656,-0.011765,-0.012092,-0.026572,cluster0,1
487,-0.010384,-0.010892,-0.002231,-0.024078,-0.002271,-0.032394,0.006576,0.022208,0.013773,-0.013874,-0.018685,0.013554,0.003078,-0.009274,0.011553,0.007587,-0.045892,-0.012876,-0.008946,cluster1,0
488,-0.012493,-0.027729,0.02129,-0.012435,-0.0063,0.041264,-0.002812,-0.000832,-0.000581,0.06553,0.000143,0.002342,0.004725,-0.009489,-0.004219,0.038779,-0.016718,0.017709,-0.016063,cluster1,0
489,-0.016762,0.024424,-0.006766,0.013205,0.034378,-0.002242,-0.00561,-0.018517,0.001167,-0.021971,-0.007981,0.012737,-0.030629,0.001752,-0.01911,-0.012544,0.020194,-0.033123,-0.031236,cluster0,1
490,-0.001415,0.00364,0.014916,-0.037417,0.023293,-0.027175,-0.031136,-0.015661,0.037005,-0.007347,0.00792,-0.034648,-0.014204,0.013912,0.027673,0.006246,0.03055,0.008359,-0.016099,cluster1,0
491,0.013603,0.005876,0.002449,-0.013981,-0.017395,-0.019127,0.016498,0.018307,-0.02001,0.015035,-0.024311,-0.004587,0.025387,-0.020617,0.036901,-0.002385,-0.027641,-0.006559,0.030323,cluster1,0
492,-0.00441,0.000578,0.011672,0.007181,-0.028061,0.02076,0.000064,-0.024511,0.015544,0.030675,-0.016378,0.001435,-0.015067,-0.021193,0.006571,0.000455,-0.007582,-0.008109,0.042287,cluster1,0
493,-0.005619,-0.033188,0.002836,-0.031847,0.0084,-0.029878,-0.011475,-0.024036,-0.006234,-0.035753,0.007602,0.032092,0.027968,-0.006932,-0.093815,-0.023765,-0.00607,0.002883,0.03142,cluster0,1
494,-0.01496,-0.031578,0.006265,-0.007132,-0.043664,-0.010221,0.001533,0.003188,0.018241,0.014755,-0.001811,-0.003606,0.014065,-0.009453,0.035396,0.01227,-0.030307,-0.010208,-0.003809,cluster0,1
495,0.00579,0.003457,0.002596,0.002589,0.002709,-0.019371,-0.011009,0.009751,-0.004255,-0.008062,-0.028992,0.031124,-0.009562,-0.011065,-0.007261,-0.03298,-0.025767,-0.021168,0.001861,cluster1,0
496,-0.017416,0.024451,-0.004286,-0.01235,0.040506,-0.02832,-0.007192,0.020106,0.010707,-0.02678,0.020889,0.018019,-0.011964,-0.000751,-0.005172,0.019104,-0.020708,-0.012309,-0.025896,cluster0,1
497,0.001837,-0.017052,-0.009663,0.023933,-0.00753,0.036859,-0.012285,0.005304,0.007302,-0.038566,0.019359,-0.017995,-0.048279,0.012524,-0.024695,-0.044461,0.003381,0.010109,-0.022538,cluster0,1
498,0.006073,-0.002692,0.027225,0.017326,-0.077029,0.041669,-0.059039,-0.024026,-0.057897,-0.029686,-0.034242,-0.009897,-0.029279,0.033495,0.00589,-0.042837,0.035723,0.07574,0.009591,cluster0,1
499,0.009263,0.000024,0.02573,0.018686,-0.075923,-0.006865,-0.026479,0.0577,0.003695,-0.006353,0.057709,-0.028974,-0.00622,0.028869,-0.058818,-0.022089,-0.00099,-0.057065,-0.021733,cluster0,1
500,0.000826,0.020571,0.012188,-0.027976,0.049054,-0.019934,-0.039599,0.010209,0.012333,0.004274,0.002809,-0.003041,-0.021879,0.006569,0.005335,-0.020982,0.021442,-0.005159,0.004659,cluster1,0
501,0.021248,0.002344,0.013229,0.032398,0.0585,0.019398,-0.029702,-0.027102,-0.003415,0.028798,0.000933,0.002875,-0.003574,0.030455,-0.003229,-0.008636,0.026479,-0.011555,-0.019561,cluster0,1
502,-0.023177,-0.02592,-0.01477,0.008222,-0.02407,-0.002216,0.030774,-0.038347,0.00526,0.006295,0.001986,0.012317,0.009379,-0.010139,0.018301,0.022239,-0.048576,0.013575,-0.056362,cluster0,1
503,-0.004942,0.010613,0.016177,0.005874,0.020928,-0.009958,-0.044138,-0.016051,0.004436,0.009059,0.010037,-0.013154,0.003889,0.004787,0.035338,-0.012382,0.023375,0.014477,-0.023973,cluster1,0
504,0.022852,-0.014098,0.034453,0.012865,0.016664,0.006636,-0.038121,-0.010274,0.055881,0.052357,-0.003024,0.056942,0.000526,0.00953,0.008911,-0.056555,0.029218,0.00663,0.02568,cluster1,0
505,-0.00402,-0.049923,0.018584,0.016605,-0.022807,0.003118,0.009195,0.028363,0.055311,-0.017939,0.006095,-0.000042,0.028707,0.024605,0.017543,0.049641,-0.052287,0.0094,-0.022936,cluster0,1
506,0.136138,-0.13282,-0.015625,0.095268,0.115645,0.01572,0.032297,-0.077338,-0.028055,0.008375,-0.02719,-0.043604,0.026543,0.198828,0.001427,0.043287,-0.151424,-0.052074,0.029228,cluster0,1
507,-0.020095,-0.044882,0.01401,-0.020586,0.05078,0.008738,-0.009365,-0.016937,-0.001099,0.010578,0.009368,-0.025128,0.095269,0.005217,-0.009286,0.011476,0.077385,0.037416,-0.008729,cluster0,1
508,-0.019975,-0.089962,-0.066745,0.001968,-0.015701,-0.011951,0.044106,-0.060833,-0.002577,0.002932,-0.00021,-0.011845,0.063349,-0.001447,-0.023914,-0.049145,-0.040154,0.012694,0.022865,cluster0,1
509,-0.011588,-0.003199,0.00184,0.022926,-0.004992,0.009863,-0.063645,-0.002161,-0.061996,-0.028562,0.012769,-0.022632,-0.026769,-0.006179,0.015117,-0.025268,-0.022892,0.019527,-0.042509,cluster0,1
510,-0.002709,-0.012214,0.022427,0.003725,-0.015926,0.022731,-0.004878,0.01983,0.023636,0.00281,-0.00802,0.009804,0.003847,-0.007715,0.01111,0.025609,-0.021775,0.025411,0.01928,cluster1,0
511,-0.000001,-0.078797,-0.059676,-0.023611,-0.093897,-0.00609,0.053253,0.067667,0.001656,0.045706,-0.011143,0.000581,0.040541,0.10817,0.00623,-0.031493,0.003184,-0.035565,0.015884,cluster0,1
512,0.000999,0.008715,-0.020797,-0.014646,-0.035671,-0.01828,0.037388,-0.073736,-0.036632,0.049295,-0.002306,-0.00971,-0.000896,-0.02542,0.026199,-0.00701,-0.035208,-0.006649,0.005524,cluster1,0
513,0.087311,-0.062414,-0.029792,-0.056471,0.027849,0.023047,0.049205,0.020519,-0.078758,-0.012759,0.062734,0.079944,-0.041914,0.052108,0.020407,-0.070924,0.073909,-0.009613,-0.011818,cluster0,1
514,-0.012423,0.019046,-0.002922,-0.014252,0.013711,-0.024982,-0.010193,0.010112,0.043384,-0.034402,0.014984,-0.014795,-0.025569,0.001077,0.004753,-0.002683,-0.004882,-0.009842,0.010117,cluster1,0
515,0.005919,0.002991,0.017527,-0.003089,-0.014701,0.005441,0.009064,0.001255,-0.021001,0.029222,0.015529,0.035725,0.003704,0.000257,-0.034873,0.028588,-0.032828,-0.001291,-0.025589,cluster1,0
516,-0.027755,-0.001371,-0.035694,-0.015812,-0.006084,-0.043467,0.016565,0.038664,0.017386,-0.007832,0.02071,-0.018066,0.013242,-0.012608,0.027152,-0.010393,-0.032077,-0.034939,-0.028396,cluster0,1
517,-0.023678,-0.032102,-0.015038,0.01338,0.002889,-0.041805,0.003388,-0.065918,0.016809,-0.022404,-0.004654,0.032213,0.070019,-0.030203,-0.026324,-0.034965,-0.006283,0.005234,0.02202,cluster0,1
518,0.005778,-0.000021,0.010351,-0.0106,-0.015749,0.004114,0.007848,-0.000545,-0.019981,0.027246,-0.006358,0.008057,0.006067,-0.012663,0.005143,0.01529,-0.027281,0.005144,0.007702,cluster1,0
519,-0.004304,-0.00701,0.003525,-0.007624,-0.017767,0.023059,0.008085,-0.034652,0.008942,0.025912,-0.00445,0.006305,-0.02885,-0.013029,-0.00771,0.00517,-0.019868,0.011203,0.019644,cluster1,0
520,-0.00071,0.018517,0.017696,0.028305,0.055073,0.015539,-0.045111,0.0289,0.042976,0.002789,0.002168,0.010286,-0.008018,-0.008754,-0.008779,0.007844,0.008104,-0.005173,0.004625,cluster0,1
521,-0.001815,-0.044569,0.007065,-0.013685,-0.050546,-0.017683,0.016325,-0.021766,-0.011411,-0.000288,0.039999,0.004705,0.067598,-0.007396,-0.081057,-0.001168,-0.010819,-0.001989,0.024682,cluster0,1
